iter	MAE
1666	10860.20139
1667	10860.10145
1668	10859.18539
1669	10858.29302
1670	10858.18174
1671	10857.48586
1672	10853.92941
1673	10847.34425
1674	10845.47507
1675	10844.90526
1676	10843.79105
1677	10843.03932
1678	10842.52585
1679	10842.35242
1680	10842.02226
1681	10840.74941
1682	10840.354
1683	10840.28742
1684	10840.0343
1685	10839.92511
1686	10838.09459
1687	10834.71133
1688	10833.12699
1689	10830.81735
1690	10829.6639
1691	10829.49145
1692	10828.14256
1693	10826.74345
1694	10818.6114
1695	10817.89845
1696	10817.75813
1697	10816.91283
1698	10816.81237
1699	10814.51479
1700	10814.32503
1701	10813.28476
1702	10813.14561
1703	10813.06538
1704	10812.83651
1705	10811.96344
1706	10811.84308
1707	10811.75304
1708	10811.24845
1709	10810.68619
1710	10808.52306
1711	10805.18332
1712	10801.99122
1713	10800.53457
1714	10798.43154
1715	10797.67432
1716	10797.4999
1717	10795.61251
1718	10794.99816
1719	10794.17887
1720	10793.49307
1721	10791.141
1722	10790.77674
1723	10789.79646
1724	10789.66863
1725	10787.54075
1726	10785.57325
1727	10784.8764
1728	10784.52891
1729	10784.22847
1730	10784.16304
1731	10783.91457
1732	10783.8493
1733	10782.65957
1734	10782.61352
1735	10780.87181
1736	10780.29995
1737	10779.44034
1738	10779.1131
1739	10774.64814
1740	10774.58207
1741	10774.49722
1742	10774.19915
1743	10772.4553
1744	10771.48335
1745	10771.31851
1746	10767.62867
1747	10767.40325
1748	10765.75802
1749	10765.09148
1750	10760.79079
1751	10760.45677
1752	10759.25516
1753	10755.73842
1754	10755.26019
1755	10754.90022
1756	10754.47281
1757	10754.09948
1758	10753.38386
1759	10752.74976
1760	10750.00474
1761	10749.56572
1762	10748.4188
1763	10747.85129
1764	10747.22231
1765	10746.84144
1766	10746.1344
1767	10744.75074
1768	10743.47587
1769	10742.0824
1770	10741.86524
1771	10740.92666
1772	10740.81338
1773	10739.87622
1774	10739.51725
1775	10739.08785
1776	10738.50648
1777	10736.48526
1778	10735.9001
1779	10735.79646
1780	10734.24317
1781	10732.61662
1782	10732.37062
1783	10731.10248
1784	10730.45885
1785	10730.19206
1786	10729.9248
1787	10729.8316
1788	10727.72006
1789	10727.6231
1790	10726.72302
1791	10726.67489
1792	10726.45602
1793	10726.4027
1794	10725.45745
1795	10725.05268
1796	10724.98391
1797	10724.16337
1798	10723.90701
1799	10723.16451
1800	10722.65063
1801	10722.45342
1802	10721.87722
1803	10721.75027
1804	10721.61801
1805	10721.40564
1806	10721.14682
1807	10720.93239
1808	10720.5471
1809	10719.6854
1810	10719.66214
1811	10718.17492
1812	10716.15456
1813	10715.71721
1814	10715.58257
1815	10712.37932
1816	10711.75708
1817	10711.34179
1818	10709.11003
1819	10704.96246
1820	10702.16499
1821	10699.62719
1822	10696.90385
1823	10695.58023
1824	10691.84708
1825	10689.50883
1826	10688.78235
1827	10687.90418
1828	10687.62042
1829	10687.54679
1830	10687.21098
1831	10685.24694
1832	10684.23827
1833	10679.34189
1834	10678.37026
1835	10675.62485
1836	10675.30095
1837	10672.3598
1838	10671.19389
1839	10670.73891
1840	10668.43464
1841	10666.77736
1842	10666.7059
1843	10665.71156
1844	10664.85777
1845	10664.71888
1846	10663.05377
1847	10662.36465
1848	10661.7931
1849	10661.69945
1850	10661.64392
1851	10661.31261
1852	10660.70227
1853	10658.65336
1854	10658.1543
1855	10657.8756
1856	10657.17773
1857	10656.60473
1858	10655.56126
1859	10653.80292
1860	10653.19678
1861	10653.08727
1862	10651.64803
1863	10651.30807
1864	10649.55948
1865	10649.22766
1866	10647.96112
1867	10647.91346
1868	10647.80987
1869	10647.1035
1870	10642.86164
1871	10641.39281
1872	10641.18912
1873	10638.60828
1874	10638.56703
1875	10638.05139
1876	10637.7091
1877	10637.07836
1878	10634.3164
1879	10634.23025
1880	10634.1612
1881	10628.63979
1882	10628.59779
1883	10628.07677
1884	10627.75247
1885	10625.81868
1886	10625.12488
1887	10624.28814
1888	10622.18626
1889	10622.07035
1890	10619.84077
1891	10619.15218
1892	10617.70283
1893	10617.64345
1894	10616.69702
1895	10616.56688
1896	10615.9751
1897	10615.77656
1898	10614.7146
1899	10611.79339
1900	10610.00926
1901	10609.50905
1902	10608.79459
1903	10608.1953
1904	10606.54568
1905	10604.98007
1906	10604.34162
1907	10603.59632
1908	10602.67709
1909	10597.58968
1910	10595.96713
1911	10595.51353
1912	10595.11736
1913	10594.15707
1914	10592.58807
1915	10592.01659
1916	10589.64714
1917	10586.06631
1918	10584.20152
1919	10583.90887
1920	10579.63996
1921	10575.84935
1922	10575.41559
1923	10574.81621
1924	10574.73743
1925	10572.78021
1926	10571.72446
1927	10570.59978
1928	10569.66099
1929	10568.33342
1930	10568.11896
1931	10568.06155
1932	10567.4329
1933	10566.0779
1934	10565.66278
1935	10565.01883
1936	10564.71287
1937	10564.51868
1938	10563.62107
1939	10562.44015
1940	10562.2174
1941	10561.95691
1942	10561.52213
1943	10560.70473
1944	10560.45329
1945	10558.40002
1946	10558.0261
1947	10557.96402
1948	10557.86419
1949	10556.32494
1950	10555.1866
1951	10549.52139
1952	10549.06441
1953	10548.0514
1954	10544.59329
1955	10544.23581
1956	10542.08125
1957	10540.96354
1958	10540.58221
1959	10540.11871
1960	10534.7306
1961	10533.80963
1962	10533.79061
1963	10533.72745
1964	10533.66244
1965	10530.78451
1966	10530.52764
1967	10530.48261
1968	10523.76723
1969	10522.25825
1970	10519.15667
1971	10516.63903
1972	10515.89163
1973	10515.51901
1974	10513.1352
1975	10508.38893
1976	10508.1264
1977	10507.68748
1978	10507.57324
1979	10506.52816
1980	10506.40457
1981	10506.08703
1982	10504.72447
1983	10504.51326
1984	10502.2487
1985	10502.23386
1986	10500.29441
1987	10499.62023
1988	10499.06756
1989	10496.79227
1990	10494.72104
1991	10492.86563
1992	10491.29881
1993	10491.18554
1994	10489.14029
1995	10489.11857
1996	10488.17181
1997	10486.81658
1998	10485.99177
1999	10484.60387
2000	10481.01574
2001	10480.28142
2002	10479.0419
2003	10478.5853
2004	10475.3823
2005	10475.09925
2006	10473.00628
2007	10471.26745
2008	10469.29294
2009	10468.78805
2010	10467.22755
2011	10466.47735
2012	10465.34907
2013	10462.77575
2014	10462.47985
2015	10462.35044
2016	10459.3363
2017	10458.83026
2018	10457.80692
2019	10456.62473
2020	10456.1097
2021	10455.06628
2022	10453.90746
2023	10451.76905
2024	10450.85131
2025	10450.36718
2026	10450.32813
2027	10449.51312
2028	10449.24676
2029	10449.19097
2030	10449.00278
2031	10443.42319
2032	10441.54063
2033	10441.11114
2034	10439.54713
2035	10439.33099
2036	10439.29389
2037	10439.14569
2038	10437.89829
2039	10437.47853
2040	10436.84802
2041	10434.87714
2042	10434.2348
2043	10433.35729
2044	10432.72694
2045	10431.33488
2046	10430.64976
2047	10429.09973
2048	10428.49768
2049	10425.74182
2050	10425.53009
2051	10425.02424
2052	10424.15618
2053	10422.59408
2054	10422.18751
2055	10420.26944
2056	10419.88356
2057	10419.60228
2058	10419.30254
2059	10418.97782
2060	10416.64472
2061	10415.55329
2062	10415.31159
2063	10414.90307
2064	10414.79428
2065	10413.87217
2066	10413.69353
2067	10412.60494
2068	10412.24045
2069	10408.69982
2070	10407.23851
2071	10407.08581
2072	10406.43866
2073	10404.21116
2074	10401.18443
2075	10400.9203
2076	10400.27533
2077	10400.19605
2078	10400.14824
2079	10399.77373
2080	10399.39592
2081	10398.20657
2082	10395.84706
2083	10395.74829
2084	10395.63162
2085	10395.17021
2086	10394.47358
2087	10392.67281
2088	10392.59408
2089	10392.18383
2090	10392.0365
2091	10391.96708
2092	10390.53341
2093	10389.87421
2094	10388.47326
2095	10386.43817
2096	10385.54418
2097	10385.5113
2098	10383.73376
2099	10382.18782
2100	10381.35054
2101	10380.77455
2102	10380.45328
2103	10379.6766
2104	10378.72225
2105	10375.34412
2106	10374.14342
2107	10373.85403
2108	10372.48547
2109	10371.33259
2110	10369.44277
2111	10369.35921
2112	10368.63471
2113	10368.41982
2114	10368.19216
2115	10367.67733
2116	10367.58765
2117	10367.08739
2118	10366.80083
2119	10366.00864
2120	10364.78188
2121	10362.48822
2122	10362.03092
2123	10360.25186
2124	10356.98065
2125	10355.83851
2126	10355.70683
2127	10347.02232
2128	10346.62803
2129	10346.25122
2130	10345.59539
2131	10344.71505
2132	10344.61696
2133	10344.44337
2134	10343.95581
2135	10342.83329
2136	10342.81124
2137	10342.66757
2138	10342.31934
2139	10339.60088
2140	10337.94124
2141	10335.64209
2142	10333.38102
2143	10332.15295
2144	10330.83239
2145	10328.40093
2146	10328.00627
2147	10327.31804
2148	10327.1771
2149	10322.71052
2150	10321.07072
2151	10319.45
2152	10315.43808
2153	10313.05676
2154	10310.11647
2155	10307.80643
2156	10306.01592
2157	10305.77331
2158	10304.45872
2159	10302.821
2160	10302.64074
2161	10300.54534
2162	10300.24203
2163	10299.23775
2164	10298.93535
2165	10298.89954
2166	10298.82283
2167	10298.77695
2168	10298.73124
2169	10297.96505
2170	10297.39897
2171	10296.95273
2172	10296.79966
2173	10294.82361
2174	10294.70534
2175	10294.57326
2176	10290.82024
2177	10290.56695
2178	10290.49736
2179	10289.79039
2180	10289.07587
2181	10287.70961
2182	10284.32064
2183	10283.70511
2184	10282.28297
2185	10281.80463
2186	10281.56739
2187	10280.75159
2188	10280.38381
2189	10280.32248
2190	10280.24865
2191	10278.70726
2192	10277.64652
2193	10275.93813
2194	10273.00828
2195	10270.78323
2196	10269.71472
2197	10269.44952
2198	10268.67425
2199	10267.83488
2200	10264.98426
2201	10264.27579
2202	10264.05823
2203	10260.67586
2204	10259.99026
2205	10259.53346
2206	10259.19119
2207	10259.15777
2208	10258.14441
2209	10257.41167
2210	10252.96017
2211	10252.70264
2212	10252.41143
2213	10251.3497
2214	10249.51942
2215	10249.48464
2216	10249.22881
2217	10247.62874
2218	10247.36227
2219	10244.02542
2220	10243.36056
2221	10243.33714
2222	10243.26011
2223	10241.68333
2224	10240.00593
2225	10239.60716
2226	10238.05672
2227	10237.84421
2228	10236.01134
2229	10235.4744
2230	10234.26977
2231	10232.38666
2232	10231.39067
2233	10230.62548
2234	10230.11311
2235	10228.9139
2236	10227.8492
2237	10227.46917
2238	10227.1357
2239	10226.35651
2240	10224.94733
2241	10223.41153
2242	10220.05666
2243	10218.96165
2244	10217.25661
2245	10213.86299
2246	10213.63302
2247	10212.26637
2248	10211.37817
2249	10210.9806
2250	10209.75369
2251	10209.39607
2252	10208.66426
2253	10207.613
2254	10206.77861
2255	10206.44319
2256	10204.89342
2257	10204.62191
2258	10198.30434
2259	10198.13829
2260	10198.05839
2261	10197.84879
2262	10196.93131
2263	10196.24713
2264	10195.50148
2265	10191.80219
2266	10189.15924
2267	10187.75907
2268	10185.26381
2269	10185.19103
2270	10182.61969
2271	10182.00296
2272	10181.5676
2273	10179.55777
2274	10177.84797
2275	10177.51269
2276	10176.8227
2277	10176.69325
2278	10175.65665
2279	10174.727
2280	10173.32952
2281	10173.05797
2282	10172.85223
2283	10171.1498
2284	10171.03796
2285	10170.77945
2286	10168.43996
2287	10167.66372
2288	10166.85382
2289	10166.79569
2290	10166.08483
2291	10165.3435
2292	10164.84735
2293	10164.27541
2294	10163.63145
2295	10162.90472
2296	10160.77671
2297	10158.82136
2298	10158.52418
2299	10157.86218
2300	10155.1548
2301	10154.9253
2302	10154.78861
2303	10154.41003
2304	10154.11442
2305	10152.35956
2306	10151.11718
2307	10149.91072
2308	10149.39807
2309	10148.07692
2310	10147.00407
2311	10146.79892
2312	10146.43125
2313	10145.93554
2314	10145.69624
2315	10145.6422
2316	10145.61019
2317	10144.61688
2318	10144.1861
2319	10144.02656
2320	10143.66162
2321	10143.13289
2322	10143.0443
2323	10142.74435
2324	10142.38031
2325	10141.34239
2326	10141.18935
2327	10139.76934
2328	10138.72315
2329	10138.34859
2330	10138.04219
2331	10137.40132
2332	10137.28798
2333	10137.26153
2334	10136.65176
2335	10136.29017
2336	10135.32025
2337	10133.90926
2338	10131.47386
2339	10126.72517
2340	10121.80208
2341	10120.43583
2342	10119.29011
2343	10118.99666
2344	10117.11654
2345	10116.5545
2346	10116.40819
2347	10115.40401
2348	10112.44424
2349	10111.98861
2350	10111.0624
2351	10110.45146
2352	10110.23817
2353	10110.13403
2354	10109.78839
2355	10109.2082
2356	10108.56125
2357	10107.69201
2358	10107.10425
2359	10106.79209
2360	10106.14828
2361	10105.501
2362	10103.61236
2363	10102.27467
2364	10102.06765
2365	10098.33869
2366	10097.63542
2367	10096.68887
2368	10096.42294
2369	10093.77431
2370	10092.92704
2371	10092.80624
2372	10092.1164
2373	10090.81306
2374	10089.06835
2375	10088.87644
2376	10087.81551
2377	10087.62923
2378	10087.28304
2379	10084.96748
2380	10084.74588
2381	10083.64662
2382	10082.65853
2383	10082.54716
2384	10081.94091
2385	10081.02163
2386	10080.5531
2387	10080.41233
2388	10075.6014
2389	10075.39
2390	10075.07173
2391	10074.67338
2392	10072.79729
2393	10070.95478
2394	10070.56848
2395	10070.10862
2396	10069.96575
2397	10068.93924
2398	10068.2808
2399	10068.19012
2400	10067.7485
2401	10067.37876
2402	10067.10105
2403	10066.24329
2404	10063.43406
2405	10062.04787
2406	10061.81843
2407	10061.63155
2408	10061.22456
2409	10061.03681
2410	10058.70273
2411	10058.27892
2412	10058.21772
2413	10057.9759
2414	10057.71699
2415	10057.28484
2416	10056.88984
2417	10056.2964
2418	10055.85635
2419	10055.74515
2420	10055.53302
2421	10054.95193
2422	10054.13149
2423	10053.32442
2424	10053.15736
2425	10052.27989
2426	10052.24805
2427	10051.90719
2428	10050.3751
2429	10049.97825
2430	10048.85909
2431	10047.2768
2432	10046.89588
2433	10045.20845
2434	10044.87977
2435	10044.58282
2436	10044.19335
2437	10043.80479
2438	10043.63782
2439	10042.99295
2440	10041.62306
2441	10041.12686
2442	10040.76284
2443	10040.43633
2444	10040.3063
2445	10039.75414
2446	10039.55945
2447	10039.53348
2448	10038.06155
2449	10037.91363
2450	10037.76696
2451	10037.63976
2452	10036.09111
2453	10035.30037
2454	10031.26749
2455	10031.0809
2456	10031.04657
2457	10030.24659
2458	10030.18336
2459	10029.63745
2460	10029.44077
2461	10029.41787
2462	10029.22428
2463	10027.99628
2464	10027.89786
2465	10026.09722
2466	10024.87284
2467	10024.14017
2468	10022.94799
2469	10020.51027
2470	10019.26281
2471	10018.99283
2472	10016.41814
2473	10014.63956
2474	10014.6142
2475	10013.65257
2476	10013.50006
2477	10010.8425
2478	10010.6612
2479	10010.57707
2480	10010.48339
2481	10009.53879
2482	10007.23269
2483	10005.21647
2484	10004.6011
2485	10003.26325
2486	10001.76528
2487	9999.701424
2488	9999.440743
2489	9999.207025
2490	9998.732871
2491	9993.795695
2492	9993.739071
2493	9992.919288
2494	9989.975696
2495	9989.328279
2496	9989.027826
2497	9988.798545
2498	9988.644442
2499	9988.534631
2500	9988.366415
2501	9988.345755
2502	9986.65678
2503	9983.542886
2504	9980.633877
2505	9978.851425
2506	9978.777667
2507	9976.590868
2508	9976.253282
2509	9976.139512
2510	9975.221636
2511	9975.163331
2512	9973.33857
2513	9973.04727
2514	9972.953977
2515	9972.53195
2516	9972.349904
2517	9972.129835
2518	9971.947993
2519	9971.244658
2520	9968.870943
2521	9966.99489
2522	9964.967222
2523	9962.918415
2524	9962.871175
2525	9961.985077
2526	9961.938508
2527	9961.830955
2528	9960.305568
2529	9957.107662
2530	9955.892027
2531	9955.790428
2532	9955.773775
2533	9955.439931
2534	9954.715917
2535	9954.511957
2536	9953.589188
2537	9953.44111
2538	9953.073478
2539	9952.101982
2540	9951.635544
2541	9948.49686
2542	9948.438824
2543	9947.207503
2544	9947.099505
2545	9947.01094
2546	9946.997746
2547	9945.6184
2548	9944.257656
2549	9944.196148
2550	9944.172802
2551	9943.803917
2552	9941.209734
2553	9938.422375
2554	9938.073814
2555	9937.851841
2556	9937.235895
2557	9935.870959
2558	9935.075665
2559	9933.775258
2560	9933.745873
2561	9933.492397
2562	9932.902743
2563	9932.422309
2564	9931.783629
2565	9930.677381
2566	9930.280121
2567	9929.376853
2568	9928.255134
2569	9927.998075
2570	9927.112372
2571	9925.977952
2572	9925.798322
2573	9924.130195
2574	9923.72056
2575	9922.897
2576	9921.144107
2577	9919.222465
2578	9919.191019
2579	9917.676105
2580	9917.359553
2581	9916.254703
2582	9915.699165
2583	9914.634231
2584	9914.485251
2585	9914.327493
2586	9912.9381
2587	9912.666609
2588	9912.354073
2589	9910.173598
2590	9909.048032
2591	9908.729785
2592	9908.255796
2593	9908.176348
2594	9906.960923
2595	9905.757251
2596	9904.735063
2597	9904.52146
2598	9904.463293
2599	9904.455713
2600	9903.870427
2601	9902.895608
2602	9902.804381
2603	9901.402149
2604	9900.688371
2605	9900.660274
2606	9898.77478
2607	9897.967906
2608	9897.840609
2609	9897.523969
2610	9896.91642
2611	9896.88702
2612	9896.862402
2613	9894.72704
2614	9894.694602
2615	9894.488577
2616	9892.557453
2617	9892.212135
2618	9891.8478
2619	9891.735147
2620	9890.396153
2621	9889.79789
2622	9889.588947
2623	9888.404402
2624	9887.648651
2625	9886.973354
2626	9886.950918
2627	9886.266767
2628	9886.065957
2629	9885.921435
2630	9885.836205
2631	9885.820736
2632	9885.293672
2633	9884.800149
2634	9883.329253
2635	9882.171318
2636	9882.018296
2637	9881.925075
2638	9880.362408
2639	9879.964767
2640	9879.8898
2641	9877.871645
2642	9876.931915
2643	9876.654685
2644	9876.132222
2645	9875.774766
2646	9875.519858
2647	9875.292053
2648	9875.020966
2649	9874.5378
2650	9874.194578
2651	9874.180065
2652	9873.98922
2653	9873.923279
2654	9873.916356
2655	9873.568035
2656	9869.027201
2657	9869.007947
2658	9866.40773
2659	9865.012658
2660	9864.951186
2661	9864.896332
2662	9864.561126
2663	9864.077169
2664	9863.209542
2665	9861.572547
2666	9859.475956
2667	9858.814071
2668	9857.536099
2669	9856.510573
2670	9856.373456
2671	9856.344815
2672	9856.125242
2673	9855.964219
2674	9855.931907
2675	9855.812338
2676	9855.634871
2677	9855.522694
2678	9854.10894
2679	9853.005649
2680	9851.922065
2681	9851.731135
2682	9851.317479
2683	9851.165314
2684	9850.829133
2685	9850.646015
2686	9850.593218
2687	9850.291783
2688	9850.262347
2689	9849.307854
2690	9847.656535
2691	9844.419562
2692	9842.707422
2693	9842.348554
2694	9842.064369
2695	9841.662809
2696	9841.579063
2697	9838.230755
2698	9837.037769
2699	9836.675427
2700	9835.425783
2701	9835.108323
2702	9834.00395
2703	9833.596239
2704	9833.067256
2705	9832.878299
2706	9831.696755
2707	9830.84623
2708	9827.874684
2709	9827.252971
2710	9826.151286
2711	9825.130737
2712	9823.034678
2713	9822.511477
2714	9820.681784
2715	9820.568998
2716	9820.092665
2717	9818.868139
2718	9817.360053
2719	9816.983622
2720	9816.437359
2721	9816.298907
2722	9815.207515
2723	9814.74755
2724	9813.523746
2725	9813.40396
2726	9813.266393
2727	9812.368881
2728	9811.855716
2729	9811.7265
2730	9810.432597
2731	9809.678357
2732	9808.702932
2733	9807.266724
2734	9807.063664
2735	9805.741237
2736	9805.249991
2737	9805.071658
2738	9804.917361
2739	9804.285052
2740	9804.200112
2741	9803.748673
2742	9803.714272
2743	9803.477889
2744	9802.809103
2745	9801.938474
2746	9801.64248
2747	9800.403189
2748	9799.195768
2749	9798.299251
2750	9797.848783
2751	9796.322876
2752	9795.041414
2753	9794.324345
2754	9792.055473
2755	9791.88905
2756	9791.782905
2757	9790.019374
2758	9789.253935
2759	9788.459129
2760	9788.323727
2761	9787.553399
2762	9784.403447
2763	9783.68772
2764	9783.431064
2765	9783.39872
2766	9782.188417
2767	9780.682396
2768	9780.530799
2769	9780.108028
2770	9779.352432
2771	9778.987341
2772	9776.528815
2773	9776.412989
2774	9773.675573
2775	9772.711298
2776	9770.488181
2777	9770.478644
2778	9770.183354
2779	9769.493951
2780	9769.269191
2781	9769.153194
2782	9768.519117
2783	9768.189574
2784	9766.274551
2785	9764.50402
2786	9761.945391
2787	9758.789465
2788	9757.790579
2789	9756.737471
2790	9756.622345
2791	9752.92805
2792	9751.823848
2793	9751.251862
2794	9749.835061
2795	9747.693662
2796	9747.678051
2797	9746.928044
2798	9746.849987
2799	9746.778505
2800	9746.720824
2801	9746.050081
2802	9745.899319
2803	9744.443937
2804	9742.511435
2805	9740.355522
2806	9740.205696
2807	9739.170296
2808	9735.646662
2809	9734.584402
2810	9732.154865
2811	9731.824509
2812	9730.112328
2813	9729.237605
2814	9729.115308
2815	9728.022467
2816	9727.914728
2817	9727.654569
2818	9727.006148
2819	9726.392507
2820	9725.951161
2821	9725.217755
2822	9724.707692
2823	9724.616523
2824	9724.385223
2825	9723.513175
2826	9723.394946
2827	9722.869436
2828	9720.809505
2829	9720.073925
2830	9719.408754
2831	9718.197375
2832	9717.239127
2833	9717.119016
2834	9714.066911
2835	9713.950377
2836	9713.390081
2837	9713.292327
2838	9712.990359
2839	9712.749169
2840	9712.655756
2841	9712.497218
2842	9712.074359
2843	9711.083383
2844	9710.920424
2845	9709.990415
2846	9709.570216
2847	9709.393843
2848	9708.271788
2849	9707.648919
2850	9707.468885
2851	9705.898014
2852	9704.104627
2853	9703.199126
2854	9702.505524
2855	9701.502085
2856	9697.161219
2857	9696.712063
2858	9696.657133
2859	9696.277535
2860	9696.185018
2861	9696.120047
2862	9695.749762
2863	9695.463829
2864	9693.855206
2865	9693.721107
2866	9693.53369
2867	9693.388364
2868	9692.323153
2869	9692.251888
2870	9692.212398
2871	9691.391856
2872	9691.280185
2873	9691.062359
2874	9688.987131
2875	9686.846733
2876	9685.929726
2877	9684.37941
2878	9683.439347
2879	9682.369848
2880	9682.312577
2881	9680.00564
2882	9677.745222
2883	9677.677031
2884	9677.621336
2885	9677.574062
2886	9677.422666
2887	9677.215408
2888	9676.674221
2889	9676.452057
2890	9674.343392
2891	9674.206095
2892	9674.070602
2893	9673.059541
2894	9672.916177
2895	9672.670588
2896	9672.639017
2897	9672.545151
2898	9672.119846
2899	9671.171148
2900	9670.842736
2901	9670.537062
2902	9670.481007
2903	9670.365709
2904	9668.271348
2905	9668.050156
2906	9667.987841
2907	9667.108032
2908	9666.942125
2909	9665.488851
2910	9661.530972
2911	9661.41066
2912	9661.205232
2913	9661.060915
2914	9659.267632
2915	9658.876469
2916	9658.849588
2917	9658.186169
2918	9657.155893
2919	9657.098771
2920	9657.004846
2921	9656.944408
2922	9653.663084
2923	9653.446244
2924	9653.243799
2925	9652.638244
2926	9648.727124
2927	9648.693793
2928	9648.237735
2929	9647.93391
2930	9647.633057
2931	9647.087034
2932	9645.974329
2933	9645.539687
2934	9645.369903
2935	9645.288851
2936	9645.084407
2937	9645.004701
2938	9644.356311
2939	9643.039934
2940	9640.258156
2941	9637.51977
2942	9637.419518
2943	9636.561795
2944	9635.138692
2945	9633.410538
2946	9633.382411
2947	9632.514194
2948	9631.149466
2949	9630.968597
2950	9630.658247
2951	9630.071497
2952	9629.944446
2953	9629.650667
2954	9629.61634
2955	9628.654284
2956	9628.090124
2957	9627.787777
2958	9625.72695
2959	9624.225165
2960	9624.134813
2961	9622.383202
2962	9622.329968
2963	9622.265358
2964	9621.972445
2965	9621.162638
2966	9620.584419
2967	9619.95161
2968	9618.419747
2969	9617.064645
2970	9616.901568
2971	9616.835583
2972	9612.691223
2973	9612.093539
2974	9611.606361
2975	9611.347281
2976	9611.131684
2977	9611.029646
2978	9610.921099
2979	9610.664798
2980	9610.469667
2981	9610.380761
2982	9609.473089
2983	9609.226871
2984	9608.539849
2985	9607.632611
2986	9605.458724
2987	9605.188709
2988	9605.005046
2989	9604.892399
2990	9604.800231
2991	9604.775365
2992	9604.635949
2993	9604.506292
2994	9604.384769
2995	9604.217212
2996	9604.158021
2997	9603.856329
2998	9600.766637
2999	9599.86898
