iter	MAE
1148	11767.8228
1149	11765.47245
1150	11765.3651
1151	11764.50661
1152	11758.63125
1153	11754.13454
1154	11753.57143
1155	11751.96466
1156	11751.53427
1157	11745.80709
1158	11743.99191
1159	11742.58468
1160	11738.90988
1161	11737.9004
1162	11736.58723
1163	11734.70821
1164	11732.89406
1165	11731.52269
1166	11728.94426
1167	11728.78736
1168	11723.93606
1169	11722.64698
1170	11721.42285
1171	11714.7853
1172	11713.37591
1173	11710.56381
1174	11709.04992
1175	11707.17524
1176	11705.04251
1177	11704.07509
1178	11701.50601
1179	11697.57195
1180	11695.7263
1181	11693.58481
1182	11689.77274
1183	11684.60533
1184	11679.27799
1185	11678.57956
1186	11678.05849
1187	11677.68721
1188	11676.80486
1189	11674.81569
1190	11674.56184
1191	11669.2927
1192	11667.5252
1193	11665.48661
1194	11664.56933
1195	11661.02491
1196	11656.31901
1197	11654.64494
1198	11652.05087
1199	11651.91752
1200	11648.57575
1201	11647.19246
1202	11645.20977
1203	11643.21613
1204	11642.93327
1205	11641.53434
1206	11640.59157
1207	11638.67742
1208	11638.01013
1209	11635.81038
1210	11634.1244
1211	11632.22783
1212	11631.59846
1213	11629.15671
1214	11628.96345
1215	11627.86006
1216	11623.51029
1217	11622.85314
1218	11621.84695
1219	11620.56129
1220	11617.41331
1221	11615.38326
1222	11610.33027
1223	11608.5398
1224	11605.74526
1225	11601.32683
1226	11596.70606
1227	11594.88427
1228	11586.55785
1229	11586.31499
1230	11583.00526
1231	11582.04219
1232	11581.02148
1233	11579.3628
1234	11575.5448
1235	11571.41748
1236	11570.33284
1237	11568.03369
1238	11562.9132
1239	11560.71237
1240	11554.15694
1241	11551.85533
1242	11551.02676
1243	11546.84572
1244	11545.80745
1245	11544.65431
1246	11542.48757
1247	11542.40359
1248	11541.11714
1249	11536.58455
1250	11527.4035
1251	11526.508
1252	11524.49722
1253	11519.67456
1254	11516.53451
1255	11515.24458
1256	11514.62162
1257	11512.33657
1258	11509.10959
1259	11505.68568
1260	11504.60072
1261	11501.28682
1262	11500.60058
1263	11499.56307
1264	11497.61132
1265	11495.94186
1266	11495.10162
1267	11493.92027
1268	11493.75885
1269	11493.58725
1270	11492.7753
1271	11489.54074
1272	11488.54088
1273	11488.01899
1274	11483.47382
1275	11483.21663
1276	11482.5264
1277	11478.56815
1278	11477.92005
1279	11475.35966
1280	11474.29221
1281	11471.67504
1282	11467.29065
1283	11466.31906
1284	11465.57521
1285	11462.8433
1286	11462.0424
1287	11461.25784
1288	11459.21439
1289	11457.31946
1290	11454.43336
1291	11453.91063
1292	11452.9883
1293	11450.64015
1294	11449.74536
1295	11442.72986
1296	11439.83251
1297	11437.95398
1298	11437.91339
1299	11435.77418
1300	11434.74456
1301	11433.7838
1302	11431.72158
1303	11431.15571
1304	11422.57978
1305	11421.16528
1306	11420.77274
1307	11419.42846
1308	11417.8642
1309	11414.69366
1310	11412.64013
1311	11410.72001
1312	11410.379
1313	11406.62084
1314	11405.48052
1315	11405.21769
1316	11402.22617
1317	11401.0654
1318	11399.1374
1319	11397.40538
1320	11395.26685
1321	11392.38592
1322	11385.99669
1323	11379.67154
1324	11377.78274
1325	11376.88418
1326	11376.2824
1327	11373.70874
1328	11373.05292
1329	11371.8983
1330	11370.24604
1331	11368.89219
1332	11366.25145
1333	11365.68427
1334	11363.5242
1335	11359.09674
1336	11357.97335
1337	11355.5379
1338	11353.02959
1339	11352.77011
1340	11346.12658
1341	11344.77608
1342	11344.47834
1343	11344.05295
1344	11342.99555
1345	11342.62131
1346	11341.89449
1347	11339.97619
1348	11337.85266
1349	11334.99548
1350	11333.24181
1351	11332.8196
1352	11332.40568
1353	11329.81411
1354	11326.65797
1355	11326.22552
1356	11322.78266
1357	11321.14699
1358	11316.45381
1359	11312.50152
1360	11312.16329
1361	11311.98063
1362	11310.61724
1363	11308.77329
1364	11306.38555
1365	11304.15854
1366	11303.7065
1367	11303.5961
1368	11297.93904
1369	11297.78197
1370	11296.99226
1371	11296.30604
1372	11295.86416
1373	11295.253
1374	11295.03078
1375	11291.73957
1376	11291.28297
1377	11289.86682
1378	11289.04658
1379	11288.99188
1380	11288.74545
1381	11282.91986
1382	11282.68379
1383	11280.3496
1384	11280.23856
1385	11276.21127
1386	11275.10994
1387	11274.96857
1388	11274.8183
1389	11270.97618
1390	11270.93814
1391	11269.65521
1392	11268.92164
1393	11268.75956
1394	11267.8541
1395	11261.19796
1396	11258.87014
1397	11257.99093
1398	11252.54143
1399	11251.46353
1400	11249.29622
1401	11249.19026
1402	11248.02555
1403	11247.6817
1404	11242.47777
1405	11240.99404
1406	11240.83718
1407	11240.77593
1408	11240.45217
1409	11240.25469
1410	11238.93723
1411	11237.73016
1412	11237.54035
1413	11236.18706
1414	11236.05584
1415	11235.66068
1416	11234.80617
1417	11234.57213
1418	11234.44839
1419	11234.37815
1420	11233.30999
1421	11231.46876
1422	11231.15296
1423	11228.23007
1424	11224.94294
1425	11224.61833
1426	11222.97428
1427	11221.28355
1428	11220.83115
1429	11220.18809
1430	11218.54725
1431	11215.54195
1432	11215.32718
1433	11214.83297
1434	11211.97435
1435	11211.70017
1436	11209.63293
1437	11207.3554
1438	11207.07982
1439	11206.74501
1440	11205.63341
1441	11200.39025
1442	11198.08626
1443	11196.90955
1444	11196.57226
1445	11194.8149
1446	11194.48605
1447	11193.80638
1448	11193.75647
1449	11193.54057
1450	11193.40624
1451	11191.82799
1452	11186.91436
1453	11184.13713
1454	11182.64518
1455	11181.27386
1456	11180.81146
1457	11175.14435
1458	11174.99854
1459	11172.67104
1460	11170.3674
1461	11168.01831
1462	11166.77663
1463	11162.22922
1464	11161.04334
1465	11158.33488
1466	11157.7052
1467	11156.94661
1468	11152.60551
1469	11152.13561
1470	11150.20319
1471	11149.51028
1472	11148.18401
1473	11147.53282
1474	11145.61039
1475	11143.56437
1476	11142.19728
1477	11141.98931
1478	11140.66669
1479	11139.15034
1480	11139.06476
1481	11138.1694
1482	11137.84096
1483	11135.3435
1484	11134.97621
1485	11134.22213
1486	11133.6879
1487	11133.50947
1488	11131.95405
1489	11131.36365
1490	11128.64886
1491	11128.42337
1492	11119.5263
1493	11115.68063
1494	11114.02167
1495	11112.52099
1496	11110.52343
1497	11108.52746
1498	11106.17036
1499	11104.24315
1500	11103.87281
1501	11102.50414
1502	11101.52307
1503	11100.81341
1504	11095.19978
1505	11092.45469
1506	11091.16651
1507	11090.02301
1508	11086.9403
1509	11081.81377
1510	11080.1456
1511	11079.58883
1512	11078.03944
1513	11077.78598
1514	11077.26009
1515	11075.32728
1516	11074.77358
1517	11073.8859
1518	11072.31984
1519	11070.93351
1520	11069.9044
1521	11067.3119
1522	11066.57233
1523	11065.38163
1524	11063.51051
1525	11062.9515
1526	11061.80326
1527	11061.77706
1528	11060.23338
1529	11058.2705
1530	11056.94121
1531	11054.30134
1532	11054.13715
1533	11053.74012
1534	11053.39814
1535	11048.97724
1536	11047.22424
1537	11041.07774
1538	11037.73797
1539	11036.72005
1540	11035.19243
1541	11033.73754
1542	11033.39362
1543	11031.73495
1544	11031.17299
1545	11028.35299
1546	11026.71945
1547	11026.05324
1548	11023.05616
1549	11021.73784
1550	11019.74558
1551	11013.9056
1552	11013.7086
1553	11013.09524
1554	11011.84904
1555	11010.89386
1556	11010.06364
1557	11007.72588
1558	11006.77368
1559	11005.95793
1560	11003.72825
1561	11002.06933
1562	11000.5409
1563	10999.62515
1564	10998.71491
1565	10996.35234
1566	10995.65654
1567	10991.04723
1568	10987.54417
1569	10984.65161
1570	10982.66224
1571	10980.86145
1572	10978.83739
1573	10976.71798
1574	10975.37185
1575	10974.16627
1576	10971.07987
1577	10971.04017
1578	10968.21448
1579	10968.0286
1580	10966.79379
1581	10960.95473
1582	10960.23113
1583	10959.73695
1584	10958.95229
1585	10957.46673
1586	10956.84654
1587	10956.29175
1588	10956.21754
1589	10955.79997
1590	10954.51827
1591	10952.33116
1592	10950.93497
1593	10950.41169
1594	10949.6871
1595	10947.90671
1596	10945.1014
1597	10944.12123
1598	10942.32327
1599	10940.8426
1600	10940.31392
1601	10939.7382
1602	10937.85407
1603	10936.1016
1604	10935.69802
1605	10933.73405
1606	10933.67664
1607	10933.5599
1608	10932.56846
1609	10929.78314
1610	10928.96486
1611	10925.69641
1612	10924.34702
1613	10924.17752
1614	10920.88575
1615	10919.36878
1616	10918.72121
1617	10918.47975
1618	10914.76545
1619	10912.30413
1620	10911.50818
1621	10911.23886
1622	10908.5484
1623	10908.02174
1624	10906.40039
1625	10905.00972
1626	10903.63788
1627	10903.30339
1628	10901.92539
1629	10900.69312
1630	10899.94188
1631	10896.08143
1632	10894.95153
1633	10892.99453
1634	10892.82382
1635	10891.88026
1636	10891.36014
1637	10889.84051
1638	10889.26297
1639	10888.84846
1640	10888.37613
1641	10887.38733
1642	10886.4412
1643	10885.75931
1644	10882.31687
1645	10881.29031
1646	10879.92546
1647	10879.41835
1648	10878.74701
1649	10877.91746
1650	10876.04893
1651	10875.40739
1652	10873.88148
1653	10873.78488
1654	10871.87685
1655	10871.56467
1656	10871.0677
1657	10870.44292
1658	10869.37119
1659	10868.06224
1660	10867.29697
1661	10865.92194
1662	10864.30398
1663	10863.41247
1664	10861.73702
1665	10860.91995
