iter	Passed	Remaining
1936	1114	611
1937	1114	610
1938	1115	610
1939	1115	609
1940	1116	609
1941	1117	608
1942	1117	608
1943	1118	607
1944	1119	607
1945	1119	606
1946	1120	605
1947	1120	605
1948	1120	604
1949	1121	603
1950	1121	603
1951	1122	602
1952	1123	602
1953	1124	601
1954	1124	601
1955	1125	600
1956	1125	600
1957	1126	599
1958	1126	598
1959	1127	598
1960	1127	597
1961	1128	596
1962	1128	596
1963	1129	595
1964	1130	595
1965	1130	594
1966	1131	594
1967	1131	593
1968	1132	592
1969	1132	592
1970	1132	591
1971	1133	590
1972	1133	590
1973	1134	589
1974	1135	589
1975	1136	588
1976	1136	588
1977	1137	587
1978	1137	586
1979	1137	586
1980	1138	585
1981	1138	584
1982	1139	584
1983	1139	583
1984	1140	583
1985	1140	582
1986	1141	582
1987	1142	581
1988	1142	580
1989	1143	580
1990	1143	579
1991	1144	579
1992	1144	578
1993	1145	577
1994	1145	577
1995	1146	576
1996	1146	575
1997	1147	575
1998	1147	574
1999	1148	574
2000	1148	573
2001	1149	572
2002	1149	572
2003	1150	571
2004	1150	571
2005	1151	570
2006	1151	569
2007	1152	569
2008	1152	568
2009	1153	568
2010	1154	567
2011	1154	567
2012	1155	566
2013	1155	565
2014	1156	565
2015	1156	564
2016	1157	563
2017	1157	563
2018	1158	562
2019	1158	562
2020	1159	561
2021	1159	561
2022	1160	560
2023	1161	559
2024	1161	559
2025	1161	558
2026	1162	557
2027	1162	557
2028	1163	556
2029	1163	556
2030	1164	555
2031	1164	554
2032	1165	554
2033	1166	553
2034	1166	553
2035	1167	552
2036	1167	551
2037	1168	551
2038	1168	550
2039	1168	550
2040	1169	549
2041	1169	548
2042	1170	548
2043	1170	547
2044	1171	547
2045	1172	546
2046	1172	545
2047	1173	545
2048	1173	544
2049	1174	544
2050	1179	545
2051	1180	545
2052	1181	544
2053	1182	544
2054	1183	544
2055	1184	544
2056	1186	544
2057	1188	543
2058	1190	544
2059	1192	544
2060	1193	543
2061	1194	543
2062	1195	542
2063	1196	542
2064	1197	542
2065	1198	541
2066	1199	541
2067	1200	540
2068	1201	540
2069	1204	540
2070	1209	542
2071	1210	541
2072	1210	541
2073	1212	541
2074	1212	540
2075	1213	540
2076	1214	539
2077	1214	539
2078	1215	538
2079	1216	537
2080	1217	537
2081	1218	537
2082	1219	536
2083	1220	536
2084	1221	535
2085	1221	535
2086	1222	534
2087	1223	534
2088	1223	533
2089	1224	533
2090	1225	532
2091	1225	531
2092	1226	531
2093	1227	531
2094	1228	530
2095	1229	530
2096	1230	529
2097	1231	529
2098	1232	529
2099	1233	528
2100	1247	533
2101	1248	533
2102	1249	532
2103	1250	532
2104	1250	531
2105	1251	531
2106	1252	530
2107	1252	530
2108	1253	529
2109	1253	528
2110	1254	528
2111	1255	527
2112	1255	527
2113	1256	526
2114	1257	526
2115	1257	525
2116	1258	524
2117	1258	524
2118	1259	523
2119	1260	523
2120	1260	522
2121	1261	521
2122	1262	521
2123	1262	520
2124	1263	520
2125	1263	519
2126	1264	518
2127	1264	518
2128	1265	517
2129	1265	516
2130	1266	516
2131	1266	515
2132	1267	515
2133	1267	514
2134	1268	513
2135	1268	513
2136	1269	512
2137	1270	512
2138	1270	511
2139	1271	510
2140	1271	510
2141	1272	509
2142	1272	509
2143	1276	509
2144	1277	509
2145	1282	510
2146	1283	509
2147	1283	509
2148	1284	508
2149	1285	508
2150	1287	508
2151	1288	507
2152	1289	507
2153	1292	507
2154	1297	508
2155	1304	510
2156	1306	510
2157	1307	510
2158	1308	509
2159	1309	509
2160	1312	509
2161	1314	509
2162	1321	511
2163	1323	511
2164	1324	510
2165	1325	510
2166	1326	509
2167	1327	509
2168	1327	508
2169	1328	508
2170	1328	507
2171	1329	506
2172	1330	506
2173	1330	505
2174	1331	505
2175	1332	504
2176	1332	503
2177	1333	503
2178	1334	502
2179	1334	502
2180	1335	501
2181	1336	500
2182	1336	500
2183	1337	499
2184	1338	499
2185	1338	498
2186	1339	497
2187	1339	497
2188	1340	496
2189	1341	496
2190	1341	495
2191	1342	494
2192	1343	494
2193	1343	493
2194	1344	493
2195	1344	492
2196	1347	492
2197	1347	491
2198	1348	491
2199	1349	490
2200	1349	490
2201	1350	489
2202	1351	488
2203	1351	488
2204	1352	487
2205	1353	487
2206	1353	486
2207	1354	485
2208	1354	485
2209	1355	484
2210	1356	483
2211	1356	483
2212	1357	482
2213	1357	481
2214	1358	481
2215	1358	480
2216	1359	480
2217	1360	479
2218	1360	479
2219	1361	478
2220	1362	477
2221	1362	477
2222	1363	476
2223	1364	475
2224	1364	475
2225	1365	474
2226	1365	474
2227	1366	473
2228	1367	473
2229	1368	472
2230	1368	471
2231	1369	471
2232	1369	470
2233	1370	469
2234	1371	469
2235	1371	468
2236	1372	468
2237	1373	467
2238	1373	466
2239	1374	466
2240	1375	465
2241	1375	465
2242	1376	464
2243	1377	463
2244	1377	463
2245	1378	462
2246	1378	462
2247	1379	461
2248	1380	460
2249	1380	460
2250	1381	459
2251	1382	459
2252	1382	458
2253	1383	457
2254	1383	457
2255	1384	456
2256	1385	456
2257	1386	455
2258	1386	454
2259	1387	454
2260	1387	453
2261	1388	452
2262	1388	452
2263	1389	451
2264	1390	451
2265	1390	450
2266	1391	449
2267	1392	449
2268	1392	448
2269	1393	448
2270	1393	447
2271	1394	446
2272	1395	446
2273	1395	445
2274	1396	445
2275	1397	444
2276	1397	443
2277	1398	443
2278	1399	442
2279	1399	442
2280	1400	441
2281	1400	440
2282	1401	440
2283	1402	439
2284	1402	438
2285	1403	438
2286	1404	437
2287	1404	437
2288	1405	436
2289	1405	435
2290	1406	435
2291	1407	434
2292	1407	434
2293	1408	433
2294	1408	432
2295	1409	432
2296	1410	431
2297	1411	431
2298	1411	430
2299	1412	429
2300	1412	429
2301	1413	428
2302	1414	428
2303	1414	427
2304	1415	426
2305	1416	426
2306	1416	425
2307	1417	424
2308	1417	424
2309	1418	423
2310	1419	423
2311	1419	422
2312	1420	421
2313	1420	421
2314	1421	420
2315	1421	419
2316	1422	419
2317	1422	418
2318	1423	418
2319	1424	417
2320	1425	416
2321	1425	416
2322	1426	415
2323	1426	415
2324	1427	414
2325	1428	413
2326	1428	413
2327	1429	412
2328	1429	411
2329	1430	411
2330	1430	410
2331	1431	410
2332	1431	409
2333	1432	408
2334	1433	408
2335	1433	407
2336	1434	406
2337	1434	406
2338	1435	405
2339	1436	405
2340	1436	404
2341	1437	403
2342	1437	403
2343	1438	402
2344	1438	401
2345	1439	401
2346	1440	400
2347	1440	400
2348	1441	399
2349	1441	398
2350	1442	398
2351	1442	397
2352	1443	396
2353	1443	396
2354	1444	395
2355	1444	394
2356	1445	394
2357	1445	393
2358	1446	393
2359	1447	392
2360	1447	391
2361	1448	391
2362	1448	390
2363	1449	389
2364	1450	389
2365	1450	388
2366	1451	388
2367	1451	387
2368	1452	386
2369	1452	386
2370	1453	385
2371	1453	384
2372	1454	384
2373	1454	383
2374	1455	383
2375	1456	382
2376	1456	381
2377	1457	381
2378	1457	380
2379	1458	379
2380	1458	379
2381	1459	378
2382	1459	377
2383	1460	377
2384	1460	376
2385	1461	376
2386	1462	375
2387	1462	374
2388	1463	374
2389	1463	373
2390	1464	372
2391	1464	372
2392	1465	371
2393	1465	371
2394	1466	370
2395	1466	369
2396	1467	369
2397	1467	368
2398	1468	367
2399	1468	367
2400	1469	366
2401	1469	365
2402	1470	365
2403	1471	364
2404	1471	364
2405	1472	363
2406	1472	362
2407	1473	362
2408	1473	361
2409	1474	360
2410	1474	360
2411	1475	359
2412	1475	358
2413	1476	358
2414	1477	357
2415	1477	357
2416	1478	356
2417	1478	355
2418	1479	355
2419	1479	354
2420	1480	354
2421	1480	353
2422	1481	352
2423	1481	352
2424	1482	351
2425	1483	350
2426	1483	350
2427	1484	349
2428	1484	349
2429	1485	348
2430	1486	347
2431	1486	347
2432	1486	346
2433	1487	345
2434	1488	345
2435	1488	344
2436	1489	344
2437	1490	343
2438	1490	342
2439	1491	342
2440	1492	341
2441	1493	341
2442	1493	340
2443	1494	340
2444	1495	339
2445	1496	338
2446	1496	338
2447	1497	337
2448	1497	336
2449	1498	336
2450	1498	335
2451	1499	335
2452	1499	334
2453	1500	333
2454	1500	333
2455	1501	332
2456	1502	331
2457	1503	331
2458	1504	330
2459	1505	330
2460	1505	329
2461	1506	329
2462	1507	328
2463	1507	327
2464	1508	327
2465	1508	326
2466	1509	326
2467	1510	325
2468	1510	324
2469	1511	324
2470	1511	323
2471	1512	322
2472	1512	322
2473	1513	321
2474	1513	321
2475	1514	320
2476	1515	319
2477	1515	319
2478	1516	318
2479	1517	318
2480	1517	317
2481	1518	316
2482	1518	316
2483	1519	315
2484	1519	314
2485	1520	314
2486	1520	313
2487	1521	313
2488	1521	312
2489	1522	311
2490	1522	311
2491	1523	310
2492	1523	309
2493	1524	309
2494	1525	308
2495	1525	308
2496	1526	307
2497	1527	306
2498	1527	306
2499	1528	305
2500	1528	305
2501	1529	304
2502	1530	303
2503	1530	303
2504	1531	302
2505	1531	301
2506	1532	301
2507	1533	300
2508	1533	300
2509	1534	299
2510	1534	298
2511	1535	298
2512	1535	297
2513	1536	297
2514	1537	296
2515	1538	295
2516	1539	295
2517	1539	294
2518	1540	294
2519	1540	293
2520	1541	292
2521	1541	292
2522	1542	291
2523	1542	290
2524	1543	290
2525	1543	289
2526	1544	289
2527	1544	288
2528	1545	287
2529	1545	287
2530	1546	286
2531	1546	285
2532	1547	285
2533	1547	284
2534	1548	284
2535	1548	283
2536	1549	282
2537	1550	282
2538	1550	281
2539	1551	280
2540	1551	280
2541	1552	279
2542	1552	279
2543	1553	278
2544	1553	277
2545	1554	277
2546	1554	276
2547	1555	275
2548	1570	277
2549	1571	277
2550	1571	276
2551	1572	276
2552	1572	275
2553	1573	274
2554	1573	274
2555	1574	273
2556	1574	272
2557	1575	272
2558	1576	271
2559	1576	271
2560	1577	270
2561	1578	269
2562	1578	269
2563	1579	268
2564	1580	268
2565	1580	267
2566	1581	266
2567	1582	266
2568	1583	265
2569	1583	265
2570	1584	264
2571	1586	263
2572	1587	263
2573	1587	262
2574	1588	262
2575	1589	261
2576	1589	260
2577	1590	260
2578	1590	259
2579	1591	259
2580	1591	258
2581	1592	257
2582	1593	257
2583	1593	256
2584	1594	255
2585	1594	255
2586	1595	254
2587	1595	254
2588	1596	253
2589	1597	252
2590	1598	252
2591	1598	251
2592	1599	251
2593	1599	250
2594	1600	249
2595	1601	249
2596	1601	248
2597	1602	247
2598	1602	247
2599	1603	246
2600	1603	246
2601	1604	245
2602	1605	244
2603	1605	244
2604	1606	243
2605	1606	242
2606	1607	242
2607	1607	241
2608	1608	241
2609	1609	240
2610	1609	239
2611	1610	239
2612	1610	238
2613	1611	237
2614	1611	237
2615	1612	236
2616	1613	236
2617	1613	235
2618	1614	234
2619	1614	234
2620	1615	233
2621	1616	232
2622	1616	232
2623	1617	231
2624	1617	231
2625	1618	230
2626	1618	229
2627	1619	229
2628	1620	228
2629	1620	228
2630	1621	227
2631	1621	226
2632	1622	226
2633	1622	225
2634	1623	224
2635	1624	224
2636	1624	223
2637	1625	223
2638	1625	222
2639	1626	221
2640	1627	221
2641	1627	220
2642	1628	219
2643	1628	219
2644	1629	218
2645	1629	218
2646	1630	217
2647	1631	216
2648	1631	216
2649	1632	215
2650	1632	214
2651	1633	214
2652	1634	213
2653	1634	213
2654	1635	212
2655	1635	211
2656	1636	211
2657	1637	210
2658	1637	210
2659	1638	209
2660	1638	208
2661	1639	208
2662	1639	207
2663	1640	206
2664	1641	206
2665	1641	205
2666	1642	205
2667	1642	204
2668	1643	203
2669	1643	203
2670	1644	202
2671	1645	201
2672	1645	201
2673	1646	200
2674	1646	200
2675	1647	199
2676	1647	198
2677	1648	198
2678	1648	197
2679	1649	196
2680	1650	196
2681	1650	195
2682	1651	195
2683	1651	194
2684	1652	193
2685	1653	193
2686	1653	192
2687	1654	192
2688	1654	191
2689	1655	190
2690	1655	190
2691	1656	189
2692	1657	188
2693	1657	188
2694	1658	187
2695	1658	187
2696	1659	186
2697	1659	185
2698	1660	185
2699	1660	184
2700	1661	183
2701	1662	183
2702	1662	182
2703	1663	182
2704	1663	181
2705	1664	180
2706	1665	180
2707	1665	179
2708	1666	179
2709	1667	178
2710	1667	177
2711	1668	177
2712	1669	176
2713	1669	175
2714	1670	175
2715	1671	174
2716	1671	174
2717	1672	173
2718	1672	172
2719	1673	172
2720	1674	171
2721	1674	171
2722	1675	170
2723	1675	169
2724	1676	169
2725	1676	168
2726	1677	167
2727	1678	167
2728	1678	166
2729	1679	166
2730	1679	165
2731	1680	164
2732	1680	164
2733	1681	163
2734	1681	162
2735	1682	162
2736	1682	161
2737	1683	161
2738	1683	160
2739	1684	159
2740	1684	159
2741	1685	158
2742	1685	157
2743	1686	157
2744	1686	156
2745	1687	156
2746	1687	155
2747	1688	154
2748	1688	154
2749	1689	153
2750	1690	152
2751	1690	152
2752	1691	151
2753	1691	151
2754	1692	150
2755	1693	149
2756	1693	149
2757	1694	148
2758	1694	148
2759	1695	147
2760	1696	146
2761	1696	146
2762	1697	145
2763	1698	144
2764	1698	144
2765	1699	143
2766	1700	143
2767	1700	142
2768	1701	141
2769	1701	141
2770	1702	140
2771	1703	140
2772	1703	139
2773	1704	138
2774	1705	138
2775	1705	137
2776	1706	137
2777	1706	136
2778	1707	135
2779	1708	135
2780	1708	134
2781	1709	133
2782	1709	133
2783	1710	132
2784	1710	132
2785	1711	131
2786	1711	130
2787	1712	130
2788	1713	129
2789	1713	128
2790	1714	128
2791	1714	127
2792	1715	127
2793	1715	126
2794	1716	125
2795	1716	125
2796	1717	124
2797	1717	123
2798	1718	123
2799	1718	122
2800	1719	122
2801	1719	121
2802	1720	120
2803	1720	120
2804	1721	119
2805	1721	119
2806	1722	118
2807	1722	117
2808	1723	117
2809	1724	116
2810	1724	115
2811	1725	115
2812	1725	114
2813	1726	114
2814	1726	113
2815	1727	112
2816	1727	112
2817	1728	111
2818	1728	111
2819	1729	110
2820	1729	109
2821	1730	109
2822	1731	108
2823	1731	107
2824	1732	107
2825	1732	106
2826	1733	106
2827	1733	105
2828	1734	104
2829	1734	104
2830	1735	103
2831	1735	102
2832	1736	102
2833	1736	101
2834	1737	101
2835	1737	100
2836	1738	99
2837	1738	99
2838	1739	98
2839	1740	98
2840	1740	97
2841	1741	96
2842	1741	96
2843	1742	95
2844	1742	94
2845	1742	94
2846	1743	93
2847	1744	93
2848	1744	92
2849	1745	91
2850	1745	91
2851	1746	90
2852	1747	90
2853	1747	89
2854	1748	88
2855	1748	88
2856	1749	87
2857	1749	86
2858	1750	86
2859	1750	85
2860	1751	85
2861	1751	84
2862	1752	83
2863	1753	83
2864	1753	82
2865	1754	82
2866	1754	81
2867	1755	80
2868	1755	80
2869	1756	79
2870	1756	78
2871	1757	78
2872	1757	77
2873	1758	77
2874	1758	76
2875	1759	75
2876	1759	75
2877	1760	74
2878	1760	73
2879	1761	73
2880	1761	72
2881	1762	72
2882	1762	71
2883	1763	70
2884	1763	70
2885	1764	69
2886	1764	69
2887	1765	68
2888	1765	67
2889	1766	67
2890	1766	66
2891	1767	65
2892	1767	65
2893	1768	64
2894	1768	64
2895	1769	63
2896	1769	62
2897	1770	62
2898	1770	61
2899	1771	61
2900	1771	60
2901	1772	59
2902	1773	59
2903	1773	58
2904	1774	58
2905	1774	57
2906	1775	56
2907	1775	56
2908	1776	55
2909	1776	54
2910	1777	54
2911	1777	53
2912	1778	53
2913	1778	52
2914	1779	51
2915	1779	51
2916	1780	50
2917	1780	50
2918	1781	49
2919	1781	48
2920	1782	48
2921	1782	47
2922	1783	46
2923	1783	46
2924	1784	45
2925	1784	45
2926	1785	44
2927	1785	43
2928	1786	43
2929	1786	42
2930	1787	42
2931	1787	41
2932	1788	40
2933	1788	40
2934	1789	39
2935	1789	39
2936	1790	38
2937	1790	37
2938	1791	37
2939	1791	36
2940	1792	35
2941	1792	35
2942	1793	34
2943	1793	34
2944	1794	33
2945	1794	32
2946	1795	32
2947	1795	31
2948	1796	31
2949	1796	30
2950	1797	29
2951	1797	29
2952	1798	28
2953	1799	28
2954	1799	27
2955	1800	26
2956	1800	26
2957	1801	25
2958	1802	24
2959	1802	24
2960	1803	23
2961	1803	23
2962	1804	22
2963	1804	21
2964	1805	21
2965	1805	20
2966	1806	20
2967	1806	19
2968	1807	18
2969	1807	18
2970	1808	17
2971	1808	17
2972	1809	16
2973	1809	15
2974	1810	15
2975	1810	14
2976	1811	13
2977	1811	13
2978	1812	12
2979	1812	12
2980	1813	11
2981	1813	10
2982	1814	10
2983	1814	9
2984	1815	9
2985	1815	8
2986	1816	7
2987	1816	7
2988	1817	6
2989	1817	6
2990	1818	5
2991	1818	4
2992	1819	4
2993	1819	3
2994	1820	3
2995	1820	2
2996	1821	1
2997	1821	1
2998	1822	0
2999	1822	0
