iter	RMSE
454	41.46967919
455	41.42945909
456	41.39406436
457	41.35127804
458	41.3068763
459	41.27540066
460	41.2230529
461	41.17427829
462	41.142641
463	41.10837102
464	41.07222993
465	41.04563746
466	40.99243231
467	40.98065035
468	40.92680588
469	40.89378074
470	40.84773126
471	40.81756462
472	40.77816412
473	40.74241692
474	40.70911301
475	40.63647386
476	40.6030687
477	40.5645484
478	40.52769316
479	40.48960058
480	40.47691252
481	40.41530291
482	40.36668
483	40.33839973
484	40.30876514
485	40.25433627
486	40.22306975
487	40.18341083
488	40.14555526
489	40.10731776
490	40.08012224
491	40.04669916
492	40.03156027
493	40.00067156
494	39.94531855
495	39.9078492
496	39.86570305
497	39.8363483
498	39.80344037
499	39.77576656
500	39.73928929
501	39.70621404
502	39.66260556
503	39.63038212
504	39.58266301
505	39.54269432
506	39.51698543
507	39.4897151
508	39.46139583
509	39.43506254
510	39.3973009
511	39.36295192
512	39.32424505
513	39.28999715
514	39.26131964
515	39.22791053
516	39.17732226
517	39.12109968
518	39.07019435
519	39.02257581
520	38.98797939
521	38.95393166
522	38.92265874
523	38.88653898
524	38.85418771
525	38.82235741
526	38.80343275
527	38.76788943
528	38.72525387
529	38.66868751
530	38.63005605
531	38.59563512
532	38.55860884
533	38.51538557
534	38.4790404
535	38.44085663
536	38.39725751
537	38.37444901
538	38.35694646
539	38.31682169
540	38.296309
541	38.26880988
542	38.2368294
543	38.20448016
544	38.16190705
545	38.1213051
546	38.09595538
547	38.07075976
548	38.01843604
549	37.97081118
550	37.93414692
551	37.88591905
552	37.87023724
553	37.82430108
554	37.80081792
555	37.75203029
556	37.70397455
557	37.65884876
558	37.6284791
559	37.56369758
560	37.51415394
561	37.48488965
562	37.46107878
563	37.43417914
564	37.41997934
565	37.35872251
566	37.34961471
567	37.30797317
568	37.26635534
569	37.24242839
570	37.20261314
571	37.15269733
572	37.11827673
573	37.07899047
574	37.03540486
575	36.98859593
576	36.97456534
577	36.96294225
578	36.92878836
579	36.90255189
580	36.87671605
581	36.84057329
582	36.80203782
583	36.7720592
584	36.7431756
585	36.73023609
586	36.69907951
587	36.68787324
588	36.65040406
589	36.61680793
590	36.58979166
591	36.53444053
592	36.49084336
593	36.45992016
594	36.42141889
595	36.37417042
596	36.34313394
597	36.32966034
598	36.30675858
599	36.26563042
600	36.229313
601	36.21133651
602	36.17751044
603	36.13376843
604	36.08655261
605	36.07584096
606	36.03804679
607	36.02438101
608	35.9875428
609	35.9564367
610	35.91724542
611	35.9005459
612	35.86844613
613	35.85460151
614	35.82183686
615	35.80657254
616	35.78677999
617	35.76453327
618	35.75688902
619	35.73616795
620	35.72548373
621	35.71360114
622	35.68765284
623	35.6484305
624	35.60954635
625	35.56471871
626	35.52874867
627	35.48006966
628	35.45579918
629	35.41529042
630	35.38962094
631	35.3782473
632	35.35830432
633	35.32842917
634	35.29170277
635	35.24247843
636	35.22152729
637	35.18484016
638	35.13439776
639	35.11021631
640	35.0860267
641	35.05571525
642	35.03487781
643	34.99677563
644	34.9588628
645	34.93156352
646	34.91533534
647	34.88382341
648	34.85346774
649	34.83721551
650	34.80404205
651	34.77159416
652	34.75186134
653	34.73689856
654	34.70973484
655	34.67660119
656	34.65205015
657	34.61210899
658	34.58276113
659	34.56121841
660	34.53403106
661	34.5115062
662	34.4968978
663	34.49026057
664	34.45680591
665	34.44656358
666	34.41950534
667	34.41158966
668	34.38698794
669	34.36826316
670	34.33324294
671	34.30563072
672	34.27346375
673	34.25554671
674	34.24572865
675	34.19451061
676	34.16879923
677	34.14234355
678	34.12600495
679	34.12273496
680	34.08411424
681	34.06175752
682	34.04086383
683	34.01901874
684	33.98060278
685	33.97016101
686	33.94234021
687	33.91507852
688	33.91143602
689	33.88112694
690	33.85287694
691	33.847227
692	33.81779799
693	33.78583746
694	33.75853258
695	33.71574628
696	33.69113531
697	33.66594781
698	33.63976715
699	33.61653349
700	33.59174436
701	33.57337776
702	33.53888102
703	33.50896139
704	33.49237039
705	33.47929817
706	33.45207689
707	33.42897665
708	33.39571724
709	33.36451764
710	33.33447338
711	33.3080285
712	33.28774712
713	33.27706748
714	33.25604145
715	33.23735845
716	33.20674938
717	33.17575482
718	33.14417868
719	33.12157458
720	33.10228119
721	33.08579413
722	33.07279803
723	33.05668084
724	33.03606937
725	33.00139348
726	32.97755948
727	32.96289277
728	32.95268942
729	32.90122924
730	32.87213305
731	32.84508773
732	32.82506877
733	32.78502824
734	32.76487963
735	32.72862988
736	32.70292006
737	32.67894764
738	32.65873257
739	32.63134735
740	32.61169755
741	32.58413772
742	32.53947586
743	32.51607861
744	32.48966293
745	32.48750899
746	32.46759276
747	32.44783868
748	32.4229112
749	32.39667254
750	32.39344219
751	32.37036628
752	32.3415854
753	32.32178852
754	32.28778271
755	32.26578176
756	32.25383869
757	32.24823234
758	32.21006353
759	32.1870729
760	32.16113047
761	32.13677719
762	32.10193829
763	32.08625156
764	32.08110345
765	32.07258965
766	32.0471591
767	32.0252511
768	32.00377066
769	32.00057162
770	31.98655171
771	31.96674549
772	31.96255022
773	31.94246205
774	31.92776077
775	31.89595028
776	31.87337969
777	31.85091371
778	31.82235242
779	31.78728163
780	31.76110485
781	31.74438419
782	31.71674869
783	31.69581341
784	31.6767532
785	31.64592573
786	31.63076113
787	31.59547222
788	31.57306965
789	31.55033146
790	31.53828318
791	31.51419531
792	31.49224613
793	31.46789107
794	31.44972236
795	31.4274323
796	31.42082989
797	31.41137802
798	31.39373941
799	31.38408881
800	31.37537441
801	31.37038592
802	31.35217407
803	31.3274659
804	31.30338732
805	31.2843259
806	31.2662489
807	31.25786317
808	31.24157976
809	31.2278947
810	31.19414222
811	31.18157383
812	31.16369941
813	31.13859564
814	31.1066317
815	31.08905868
816	31.07084961
817	31.05991383
818	31.04335783
819	31.01783209
820	30.99773476
821	30.97000582
822	30.93563715
823	30.91203092
824	30.86523506
825	30.82989416
826	30.81431797
827	30.79286559
828	30.77076099
829	30.73821794
830	30.71659203
831	30.70234575
832	30.6836408
833	30.64672865
834	30.63056183
835	30.61445335
836	30.58271703
837	30.5592675
838	30.53623293
839	30.49608873
840	30.47195104
841	30.46060448
842	30.42981304
843	30.41300807
844	30.38156754
845	30.36473874
846	30.35382028
847	30.328333
848	30.31730158
849	30.31168608
850	30.29381848
851	30.27024187
852	30.25206613
853	30.21914018
854	30.19894187
855	30.18148387
856	30.16378761
857	30.14967608
858	30.13814301
859	30.10718568
860	30.08624408
861	30.07041301
862	30.05717885
863	30.02761914
864	30.00494785
865	29.98359865
866	29.96377661
867	29.92380098
868	29.89773506
869	29.88374272
870	29.84900867
871	29.83575084
872	29.83476576
873	29.81387814
874	29.8063864
875	29.79448852
876	29.77086652
877	29.74924554
878	29.7272625
879	29.71310081
880	29.69405326
881	29.67099253
882	29.65537548
883	29.64449588
884	29.62517777
885	29.6035972
886	29.59059706
887	29.56756181
888	29.55377171
889	29.51184442
890	29.48365758
891	29.45321852
892	29.4312463
893	29.42868311
894	29.40038577
895	29.38231751
896	29.35827474
897	29.34037909
898	29.31840676
899	29.3002441
900	29.26780375
901	29.24620377
902	29.23401645
903	29.21726547
904	29.21191625
905	29.19760578
906	29.17332167
907	29.15768958
908	29.13810775
909	29.10341503
910	29.08772187
911	29.07380432
912	29.05812634
913	29.05402702
914	29.03837271
915	29.01514154
916	29.00102316
917	28.98357068
918	28.96994876
919	28.94938453
920	28.92376141
921	28.90164792
922	28.87541557
923	28.85496735
924	28.85103809
925	28.81470121
926	28.80106689
927	28.79898618
928	28.7776812
929	28.75995559
930	28.74707914
931	28.72588534
932	28.70892286
933	28.67845894
934	28.65547799
935	28.62147037
936	28.59903912
937	28.57931567
938	28.54932065
939	28.53440452
940	28.52450256
941	28.49336734
942	28.47936451
943	28.46354023
944	28.45165373
945	28.4351911
946	28.41784965
947	28.40066238
948	28.38060431
949	28.36611809
950	28.36002131
951	28.3373813
952	28.31883591
953	28.29215672
954	28.26403149
955	28.24077289
956	28.21769348
957	28.19615723
958	28.17781945
959	28.14905548
960	28.13100735
961	28.1133211
962	28.09129875
963	28.0696693
964	28.05905794
965	28.0338695
966	28.02492422
967	28.02239888
968	27.99196982
969	27.97803879
970	27.95261582
971	27.93388748
972	27.91684161
973	27.90435802
974	27.87948748
975	27.86150807
976	27.85175597
977	27.83437267
978	27.8146519
979	27.80193102
980	27.78748627
981	27.7577078
982	27.7353158
983	27.71296877
984	27.69552186
985	27.68357095
986	27.66204406
987	27.6449016
988	27.63270402
989	27.60099418
990	27.58134455
991	27.54466453
992	27.52028244
993	27.51209119
994	27.49151519
995	27.47353078
996	27.45600676
997	27.43318284
998	27.41906739
999	27.40273451
